"event","time","poss.position","poss.team","poss.number","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.number","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes","xG"
449,"29","D","WAS",NA,"Zadorsky","recoveries","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"29","D","WAS",NA,"Zadorsky","clearances","D3C",NA,NA,"M","WNYF",NA,"Mewis","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
450,"29",NA,NA,NA,NA,NA,NA,NA,NA,"F","WNYF",NA,"Doniak","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
450,"29",NA,NA,NA,NA,NA,NA,NA,NA,"M","WNYF",NA,"Mewis","blocks","A3C",NA,NA,NA,NA,NA,NA,NA
451,"29","D","WAS",NA,"Oyster","clearances","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,"29","F","WNYF",NA,"Smith","recoveries","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,"29","F","WNYF",NA,"Smith","movement","A3R","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,"29","F","WNYF",NA,"Smith","shots.missed","A18",NA,NA,"D","WAS",NA,"Kleiner","pressured","D18",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
455,"30","GK","WAS",NA,"Labbe","passes.f","D6",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,"30",NA,NA,NA,NA,NA,NA,NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,"30","M","WNYF",NA,"Ayinde","recoveries","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,"30","M","WNYF",NA,"Ayinde","passes.f","AM3R",NA,"headed","D","WAS",NA,"Oyster","interceptions","D3C",NA,NA,NA,NA,NA,NA,NA
458,"30","D","WAS",NA,"Oyster","passes.s.c","D3C","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,"30","D","WAS",NA,"Zadorsky","passes.f.c","D3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,"30","D","WAS",NA,"Kleiner","passes.f","DM3L",NA,NA,"F","WNYF",NA,"Smith","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
460,"30",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Eddy","interceptions","AM3R",NA,NA,NA,NA,NA,NA,NA
461,"30","D","WNYF",NA,"Eddy","passes.f","AM3R",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
461,"30",NA,NA,NA,NA,NA,NA,NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,"30","D","WAS",NA,"Kleiner","passes.f.c","D3L","DM3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,"30","F","WAS",NA,"Dunn","take.on.won","DM3L",NA,NA,"M","WNYF",NA,"Mewis","dribbled.turned","AM3R",NA,NA,NA,NA,NA,NA,NA
464,"30","F","WAS",NA,"Dunn","movement","DM3L","AM3L",NA,"M","WNYF",NA,"Mewis","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
465,"30","F","WAS",NA,"Dunn","movement","AM3L","A3L",NA,"M","WNYF",NA,"Kennedy","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
466,"30","F","WAS",NA,"Dunn","movement","A3L","A3C",NA,"M","WNYF",NA,"Kennedy","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
466,"30",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Eddy","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
467,"30","F","WAS",NA,"Dunn","passes.f.c","A3C","A3R","through","M","WNYF",NA,"Kennedy","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
467,"30",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Eddy","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
468,"30","D","WAS",NA,"Krieger","shots.missed","A3R",NA,NA,"GK","WNYF",NA,"D'Angelo","gk.shot.miss","D6",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
469,"31","GK","WNYF",NA,"D'Angelo","passes.f.c","D6","D3R","goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"31","D","WNYF",NA,"Dahlkemper","passes.b.c","D3R","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,"31","GK","WNYF",NA,"D'Angelo","passes.f.c","D18","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,"31","D","WNYF",NA,"Erceg","passes.f.c","D3L","DM3L",NA,"F","WAS",20,"C. Williams","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
473,"31","D","WNYF",NA,"Hinkle","take.on.won","DM3L",NA,NA,"F","WAS",NA,"Dunn","dribbled.tackles.missed","AM3R",NA,NA,NA,NA,NA,NA,NA
474,"31","D","WNYF",NA,"Hinkle","dispossessed","DM3L",NA,NA,"M","WAS",NA,"Lohman","tackles.ball","AM3R",NA,NA,NA,NA,NA,NA,NA
475,"31","M","WAS",NA,"Lohman","recoveries","AM3R",NA,NA,"D","WNYF",NA,"Hinkle","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
476,"31","M","WAS",NA,"Lohman","passes.b.c","AM3R","AM3R",NA,"D","WNYF",NA,"Hinkle","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
477,"31","F","WAS",NA,"Dunn","passes.b.c","AM3R","DM3R",NA,"M","WNYF",NA,"Ayinde","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
478,"31","D","WAS",NA,"Krieger","passes.b.c","DM3R","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,"31","GK","WAS",NA,"Labbe","passes.f.c","D3C","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,"31","D","WAS",NA,"Zadorsky","movement","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,"31","D","WAS",NA,"Zadorsky","passes.f.c","DM3L","DM3L",NA,"F","WNYF",NA,"Smith","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
482,"31","M","WAS",NA,"Matheson","movement","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,"31","M","WAS",NA,"Matheson","passes.s.c","AM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,"31","D","WAS",NA,"Kleiner","passes.f.c","AM3L","AM3L",NA,"D","WNYF",NA,"Eddy","pressured","DM3R",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
484,"31",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Eddy","blocks","DM3R",NA,NA,NA,NA,NA,NA,NA
485,"31","D","WAS",NA,"Kleiner","passes.f.c","AM3L","AM3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,"31",NA,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,"32","M","WAS",NA,"Huster","passes.f.c","AM3L","A3L","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,"32","M","WAS",NA,"Nairn","passes.b.c","A3L","AM3L","headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,"32","M","WAS",NA,"Huster","passes.f.c","AM3L","AM3L","headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,"32","M","WAS",NA,"Nairn","passes.b","AM3L",NA,NA,"F","WNYF",NA,"Doniak","interceptions","AM3L",NA,NA,NA,NA,NA,NA,NA
490,"32","F","WNYF",NA,"Doniak","passes.f","AM3L",NA,NA,"M","WAS",NA,"Huster","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
491,"32","D","WAS",NA,"Oyster","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"32","D","WAS",NA,"Oyster","passes.f.c","AM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,"32","M","WAS",NA,"Lohman","lost.touch","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,"32","F","WNYF",9,"L. Williams","recoveries","DM3C",NA,NA,"M","WAS",NA,"Lohman","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
495,"32","F","WNYF",9,"L. Williams","passes.b.c","DM3C","DM3C",NA,"M","WAS",NA,"Lohman","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
496,"32","M","WNYF",NA,"Ayinde","passes.f","DM3C",NA,NA,"M","WAS",NA,"Lohman","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
496,"32",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Kleiner","interceptions","DM3L",NA,NA,NA,NA,NA,NA,NA
497,"32","D","WAS",NA,"Kleiner","passes.f.c","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"32","M","WAS",NA,"Nairn","passes.f.c","AM3L","A3L","launch","M","WNYF",NA,"Mewis","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
498,"32",NA,NA,NA,NA,NA,NA,NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"32","M","WAS",NA,"Matheson","passes.b","A3L",NA,NA,"D","WNYF",NA,"Dahlkemper","interceptions","D18",NA,NA,NA,NA,NA,NA,NA
500,"32","D","WNYF",NA,"Dahlkemper","passes.f","D18",NA,NA,"D","WAS",NA,"Kleiner","interceptions","A3L",NA,NA,NA,NA,NA,NA,NA
501,"32","D","WAS",NA,"Kleiner","passes.s.c","A3L","A3L","corner.crosses","D","WNYF",NA,"Eddy","pressured","D3R",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
501,"32",NA,NA,NA,NA,NA,NA,NA,NA,"F","WNYF",NA,"Smith","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
501,"32",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Eddy","blocks","D3R",NA,NA,NA,NA,NA,NA,NA
502,"33","M","WAS",NA,"Matheson","passes.s.c","A3L","A18","corner.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,"33",NA,NA,NA,NA,NA,NA,NA,"corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,"33","F","WAS",NA,"Dunn","passes.b.c","A18","A3L","lay.off","M","WNYF",NA,"Ayinde","pressured","D18",NA,NA,NA,NA,NA,NA,NA
504,"33","M","WAS",NA,"Matheson","passes.s","A3L",NA,"corner.crosses","M","WNYF",NA,"Ayinde","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
504,"33",NA,NA,NA,NA,NA,NA,NA,NA,"M","WNYF",NA,"Kennedy","blocks","D6",NA,NA,NA,NA,NA,NA,NA
505,"33","D","WNYF",NA,"Eddy","recoveries","D6",NA,NA,"M","WAS",NA,"Lohman","challenged","A6",NA,NA,NA,NA,NA,NA,NA
505,"33",NA,NA,NA,NA,NA,NA,NA,NA,"M","WAS",NA,"Huster","pressured","A6",NA,NA,NA,NA,NA,NA,NA
506,"33","D","WNYF",NA,"Eddy","clearances","D6",NA,NA,"M","WAS",NA,"Lohman","challenged","A6",NA,NA,NA,NA,NA,NA,NA
506,"33",NA,NA,NA,NA,NA,NA,NA,NA,"M","WAS",NA,"Huster","pressured","A6",NA,NA,NA,NA,NA,NA,NA
506,"33",NA,NA,NA,NA,NA,NA,NA,NA,"M","WAS",NA,"Huster","blocks","A6",NA,NA,NA,NA,NA,NA,NA
507,"33","D","WNYF",NA,"Eddy","recoveries","D6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,"33","D","WNYF",NA,"Eddy","clearances","D6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,"33","F","WAS",20,"C. Williams","recoveries","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,"33","F","WAS",20,"C. Williams","shots.blocked","A18",NA,NA,"M","WNYF",NA,"Ayinde","blocks","D6",NA,NA,NA,NA,NA,NA,NA
511,"33","M","WNYF",NA,"Kennedy","recoveries","D6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,"33","M","WNYF",NA,"Kennedy","clearances","D6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,"33","F","WNYF",NA,"Doniak","recoveries","D18",NA,NA,"D","WAS",NA,"Oyster","pressured","A18",NA,NA,NA,NA,NA,NA,NA
514,"33","F","WNYF",NA,"Doniak","clearances","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,"33","D","WAS",NA,"Krieger","recoveries","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,"33","D","WAS",NA,"Krieger","passes.b.c","A18","A3C",NA,"M","WNYF",NA,"Mewis","pressured","D18",NA,NA,NA,NA,NA,NA,NA
517,"33","M","WAS",NA,"Nairn","shots.blocked","A3C",NA,NA,"M","WNYF",NA,"Ayinde","blocks","D18",NA,NA,NA,NA,NA,NA,NA
517,"33",NA,NA,NA,NA,NA,NA,NA,NA,"M","WNYF",NA,"Mewis","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
517,"33",NA,NA,NA,NA,NA,NA,NA,NA,"F","WNYF",NA,"Doniak","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
517,"33",NA,NA,NA,NA,NA,NA,NA,NA,"M","WNYF",NA,"Ayinde","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
517,"33",NA,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,"GK","WNYF",NA,"D'Angelo","gk.shot.miss","D6",NA,NA,NA,NA,NA,NA,NA
518,"33","F","WAS",NA,"Dunn","shots.missed","A18",NA,NA,"M","WNYF",NA,"Mewis","pressured","D18",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
518,"33",NA,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,"34","F","WNYF",NA,"Smith","aerial.lost","AM3R",NA,NA,"D","WAS",NA,"Kleiner","aerial.lost","DM3L",NA,NA,NA,NA,NA,NA,NA
520,"34","M","WAS",NA,"Matheson","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,"34","M","WAS",NA,"Matheson","passes.b.c","D3L","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,"34","D","WAS",NA,"Zadorsky","passes.f","D3L",NA,NA,"F","WNYF",9,"L. Williams","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
522,"34",NA,NA,NA,NA,NA,NA,NA,NA,"M","WNYF",NA,"Mewis","interceptions","A3R",NA,NA,NA,NA,NA,NA,NA
523,"34","M","WNYF",NA,"Mewis","passes.f.c","A3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"34","F","WNYF",NA,"Doniak","dispossessed","A3R",NA,NA,"D","WAS",NA,"Oyster","tackles.ball","D3L",NA,NA,NA,NA,NA,NA,NA
525,"34","D","WAS",NA,"Krieger","recoveries","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,"34","D","WAS",NA,"Krieger","clearances","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,"34","D","WNYF",NA,"Dahlkemper","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"34","D","WNYF",NA,"Dahlkemper","passes.b.c","DM3R","D18",NA,"M","WAS",NA,"Matheson","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
529,"34","GK","WNYF",NA,"D'Angelo","movement","D18","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,"34","GK","WNYF",NA,"D'Angelo","passes.f.c","D3C","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"34","M","WNYF",NA,"Kennedy","passes.s.c","D3C","D3L",NA,"M","WAS",NA,"Nairn","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
532,"34","D","WNYF",NA,"Erceg","passes.f","D3L",NA,NA,"F","WAS",NA,"Dunn","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
532,"34",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Zadorsky","interceptions","DM3C",NA,NA,NA,NA,NA,NA,NA
533,"34","D","WAS",NA,"Zadorsky","passes.f","DM3C",NA,NA,"M","WNYF",NA,"Ayinde","challenged","AM3C",NA,NA,NA,NA,NA,NA,NA
533,"34",NA,NA,NA,NA,NA,NA,NA,NA,"F","WNYF",NA,"Doniak","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
534,"34","M","WNYF",NA,"Kennedy","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,"34","M","WNYF",NA,"Kennedy","passes.f.c","DM3C","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,"34","F","WNYF",NA,"Smith","movement","AM3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,"35","F","WNYF",NA,"Smith","passes.f.c","A3R","A3R","through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,"35","D","WNYF",NA,"Eddy","passes.b.c","A3R","A3R",NA,"D","WAS",NA,"Kleiner","pressured","D3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
538,"35",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Kleiner","blocks","D3L",NA,NA,NA,NA,NA,NA,NA
539,"35","D","WNYF",NA,"Hinkle","passes.s","A3R",NA,"corner.crosses","D","WAS",NA,"Oyster","clearances","D18",NA,NA,NA,NA,NA,NA,NA
539,"35",NA,NA,NA,NA,NA,NA,NA,"corner.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,"35","F","WNYF",NA,"Smith","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,"35","F","WNYF",NA,"Smith","passes.s.c","A3C","A3R",NA,"F","WAS",NA,"Dunn","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
541,"35",NA,NA,NA,NA,NA,NA,NA,NA,"F","WAS",NA,"Dunn","blocks","D3C",NA,NA,NA,NA,NA,NA,NA
542,"35","D","WNYF",NA,"Hinkle","recoveries","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,"35","D","WNYF",NA,"Hinkle","passes.f.c","A3R","A18","corner.crosses","GK","WAS",NA,"Labbe","gk.high.balls.lost","D18","punched.to.danger",NA,NA,NA,NA,NA,NA
544,"36","M","WNYF",NA,"Ayinde","shots.missed","A18",NA,NA,"GK","WAS",NA,"Labbe","gk.shot.miss","D18",NA,NA,NA,"big.chances.shot.missed",NA,NA,NA
545,"36","GK","WAS",NA,"Labbe","passes.f.c","D6","DM3C","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,"36",NA,NA,NA,NA,NA,NA,NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,"36","F","WAS",20,"C. Williams","passes.f","DM3C",NA,"headed","D","WNYF",NA,"Dahlkemper","interceptions","DM3C",NA,NA,NA,NA,NA,NA,NA
547,"36","D","WNYF",NA,"Dahlkemper","passes.f","DM3C",NA,NA,"F","WAS",NA,"Dunn","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
547,"36",NA,NA,NA,NA,NA,NA,NA,NA,"M","WAS",NA,"Huster","interceptions","DM3C",NA,NA,NA,NA,NA,NA,NA
548,"36","M","WAS",NA,"Huster","passes.f.c","DM3C","AM3L",NA,"F","WNYF",NA,"Doniak","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
549,"36","F","WAS",20,"C. Williams","passes.f.c","AM3L","A3L",NA,"F","WNYF",NA,"Doniak","pressured","DM3R",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
549,"36",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Eddy","clearances","D3R",NA,NA,NA,NA,NA,NA,NA
550,"36","D","WAS",NA,"Kleiner","passes.f","A3L",NA,"throw.in","D","WNYF",NA,"Dahlkemper","clearances","D3R",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
551,"37","M","WAS",NA,"Matheson","passes.s","A3L",NA,"corner.crosses","D","WNYF",NA,"Hinkle","interceptions","D18",NA,NA,NA,NA,NA,NA,NA
552,"37","D","WNYF",NA,"Hinkle","take.on.won","D18",NA,NA,"F","WAS",NA,"Dunn","dribbled.tackles.missed","A18",NA,NA,NA,NA,NA,NA,NA
553,"37","D","WNYF",NA,"Hinkle","clearances","D18",NA,"launch","D","WAS",NA,"Kleiner","pressured","A18",NA,NA,NA,NA,NA,NA,NA
554,"37","D","WAS",NA,"Zadorsky","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,"37","D","WAS",NA,"Zadorsky","passes.b.c","DM3L","D3L",NA,"F","WNYF",NA,"Smith","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
556,"37","GK","WAS",NA,"Labbe","passes.f","D3L",NA,"launch","D","WNYF",NA,"Dahlkemper","interceptions","DM3C",NA,NA,NA,NA,NA,NA,NA
557,"37","D","WNYF",NA,"Dahlkemper","passes.f","DM3C",NA,"headed","D","WAS",NA,"Kleiner","interceptions","DM3L",NA,NA,NA,NA,NA,NA,NA
558,"38","D","WAS",NA,"Kleiner","passes.b.c","DM3L","DM3C",NA,"F","WNYF",NA,"Smith","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
559,"38","M","WAS",NA,"Huster","passes.f","DM3C",NA,NA,"F","WNYF",NA,"Doniak","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
560,"38","D","WNYF",NA,"Dahlkemper","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,"38","D","WNYF",NA,"Dahlkemper","passes.b.c","D3R","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,"38","GK","WNYF",NA,"D'Angelo","passes.s.c","D3C","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,"38","D","WNYF",NA,"Dahlkemper","passes.s.c","D3R","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,"38","M","WNYF",NA,"Kennedy","passes.f","DM3C",NA,NA,"F","WAS",NA,"Dunn","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
564,"38",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Krieger","interceptions","DM3R",NA,NA,NA,NA,NA,NA,NA
565,"38","D","WAS",NA,"Krieger","passes.f.c","DM3R","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"38","M","WAS",NA,"Nairn","lost.touch","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,"38","M","WNYF",NA,"Kennedy","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,"38","M","WNYF",NA,"Kennedy","passes.f.c","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,"38","M","WNYF",NA,"Mewis","passes.f","AM3C",NA,"through","M","WAS",NA,"Nairn","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
569,"38",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WAS",NA,"Labbe","gk.loose.balls.won","D18",NA,NA,NA,NA,NA,NA,NA
570,"38","GK","WAS",NA,"Labbe","passes.f.c","D18","D3R","gk.throws",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,"38","D","WAS",NA,"Krieger","passes.f.c","D3R","D3C",NA,"F","WNYF",9,"L. Williams","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
572,"38","M","WAS",NA,"Nairn","passes.b.c","D3C","D3C",NA,"M","WNYF",NA,"Kennedy","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
573,"38","D","WAS",NA,"Oyster","passes.s.c","D3C","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,"38","D","WAS",NA,"Zadorsky","passes.s.c","D3C","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,"38","D","WAS",NA,"Oyster","passes.f.c","D3C","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,"38","D","WAS",NA,"Zadorsky","passes.f","D3L",NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
577,"38","D","WNYF",NA,"Eddy","passes.b.c","DM3R","D3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"39","D","WNYF",NA,"Dahlkemper","passes.s.c","D3R","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,"39","D","WNYF",NA,"Erceg","passes.b.c","D3C","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,"39","GK","WNYF",NA,"D'Angelo","passes.f","D3C",NA,"launch","D","WAS",NA,"Kleiner","interceptions","DM3L",NA,NA,NA,NA,NA,NA,NA
581,"39","D","WAS",NA,"Kleiner","passes.f","DM3L",NA,"headed","M","WNYF",NA,"Mewis","interceptions","DM3C",NA,NA,NA,NA,NA,NA,NA
582,"39","M","WNYF",NA,"Mewis","movement","DM3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,"39","M","WNYF",NA,"Mewis","passes.f.c","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,"39","D","WNYF",NA,"Hinkle","passes.b.c","AM3L","DM3L",NA,"F","WAS",20,"C. Williams","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
585,"39","M","WNYF",NA,"Mewis","passes.f.c","DM3L","DM3C",NA,"F","WAS",NA,"Dunn","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
