"event","time","poss.position","poss.team","poss.number","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.number","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes","xG"
1028,"76","D","WAS",NA,"Oyster","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,"76","D","WAS",NA,"Oyster","passes.f.c","D3R","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,"76","M","WAS",NA,"Nairn","passes.b.c","D3R","D3R",NA,"F","WNYF",9,"L. Williams","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
1031,"77","GK","WAS",NA,"Labbe","passes.f.c","D3R","DM3R","lau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,"77","F","WAS",20,"C. Williams","passes.s","DM3R",NA,"headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,"77","M","WNYF",NA,"Mewis","recoveries","AM3C",NA,NA,"M","WAS",NA,"Matheson","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
1034,"77","M","WNYF",NA,"Mewis","passes.f","AM3C",NA,NA,"M","WAS",NA,"Matheson","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
1035,"77","D","WAS",NA,"Kleiner","recoveries","D3C",NA,NA,"F","WNYF",NA,"Smith","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
1036,"77","D","WAS",NA,"Kleiner","passes.f.c","D3C","DM3L",NA,"F","WNYF",NA,"Smith","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
1037,"77","F","WAS",NA,"Dunn","passes.b.c","DM3L","D3L",NA,"D","WNYF",NA,"Eddy","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
1038,"77","D","WAS",NA,"Kleiner","passes.b.c","D3L","D3L",NA,"F","WNYF",NA,"Smith","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
1039,"77","D","WAS",NA,"Zadorsky","passes.f.c","D3L","A3R","lau","F","WNYF",NA,"Leon","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
1040,"77","F","WAS",20,"C. Williams","passes.f.c","A3R",NA,NA,"D","WNYF",NA,"Dahlkemper","pressured","D3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
1041,"77","F","WAS",20,"C. Williams","substitution.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1042,"77","F","WAS",NA,"Farquharson","substitution.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,"77","F","WNYF",NA,"Smith","substitution.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044,"77","F","WNYF",NA,"Hamilton","substitution.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,"78","D","WAS",NA,"Kleiner","passes.f.c","A3L","A3C","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1046,"78","F","WAS",NA,"Stengel","dispossessed","A3C",NA,NA,"F","WNYF",NA,"Hamilton","dispossessed","D3C",NA,NA,NA,NA,NA,NA,NA
1047,"78","F","WNYF",NA,"Doniak","recoveries","DM3C",NA,NA,"F","WAS",NA,"Stengel","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
1048,"78","F","WNYF",NA,"Doniak","passes.s.c","DM3C","DM3R",NA,"F","WAS",NA,"Stengel","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
1049,"78","D","WNYF",NA,"Eddy","passes.f","DM3R",NA,NA,"F","WAS",NA,"Dunn","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
1049,"78",NA,NA,NA,NA,NA,NA,NA,NA,"M","WAS",NA,"Huster","interceptions","DML",NA,NA,NA,NA,NA,NA,NA
1050,"78","M","WAS",NA,"Huster","passes.f.c","DM3L","AM3L",NA,"F","WNYF",NA,"Doniak","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
1051,"78","F","WAS",NA,"Dunn","lost.touch","AM3L",NA,NA,"F","WNYF",NA,"Doniak","pressured","DM3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
1052,"78","D","WNYF",NA,"Eddy","passes.s.c","DM3R","DM3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1053,"78","M","WNYF",NA,"Mewis","passes.f.c","DM3R","AM3R",NA,"F","WAS",NA,"Dunn","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
1054,"78","F","WNYF",NA,"Doniak","lost.touch","AM3R",NA,NA,"M","WAS",NA,"Huster","pressured","DM3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
1055,"78","D","WNYF",NA,"Eddy","passes.f.c","AM3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1056,"78","F","WNYF",NA,"Doniak","passes.f","A3R",NA,NA,"F","WAS",NA,"Dunn","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
1057,"78","D","WAS",NA,"Kleiner","recoveries","D3L",NA,NA,"F","WNYF",NA,"Hamilton","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
1058,"78","D","WAS",NA,"Kleiner","passes.f.c","D3L","D3L",NA,"F","WNYF",NA,"Hamilton","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
1059,"78","M","WAS",NA,"Huster","passes.f.c","D3L","DM3L",NA,"F","WNYF",NA,"Hamilton","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
1060,"78","M","WAS",NA,"Matheson","passes.f","DM3L",NA,"lau","D","WNYF",NA,"Erceg","clearances","D3C",NA,NA,NA,NA,NA,NA,NA
1061,"78","F","WAS",NA,"Stengel","recoveries","AM3L",NA,NA,"M","WNYF",NA,"Kennedy","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
1062,"78","F","WAS",NA,"Stengel","passes.f.c","AM3L","A3L",NA,"M","WNYF",NA,"Kennedy","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
1063,"78","F","WAS",NA,"Dunn","passes.b.c","A3L","AM3C",NA,"D","WNYF",NA,"Eddy","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
1064,"79","M","WAS",NA,"Matheson","passes.b.c","AM3C","DM3R",NA,"M","WNYF",NA,"Kennedy","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
1065,"79","D","WAS",NA,"Oyster","passes.f","DM3R",NA,NA,"F","WNYF",NA,"Leon","pressured","AM3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
1066,"79","D","WNYF",NA,"Hinkle","passes.f","DM3L",NA,"throw.in","M","WAS",NA,"Nairn","clearances","AMR",NA,NA,NA,NA,NA,NA,NA
1067,"79","D","WNYF",NA,"Erceg","clearances","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,"79","D","WAS",NA,"Krieger","passes.f.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1069,"79","F","WAS",NA,"Farquharson","passes.f.c","A3R","A3R",NA,"F","WNYF",NA,"Leon","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
1070,"79","M","WAS",NA,"Nairn","passes.b.c","A3R","A3R",NA,"M","WNYF",NA,"Mewis","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
1071,"79","D","WAS",NA,"Krieger","passes.f.c","A3R","A3R",NA,"F","WNYF",NA,"Leon","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
1072,"79","F","WAS",NA,"Farquharson","passes.f.c","A3R","A3R",NA,"F","WNYF",NA,"Doniak","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
1073,"79","F","WAS",NA,"Stengel","passes.s.c","A3R","A3C",NA,"D","WNYF",NA,"Erceg","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
1074,"79","M","WAS",NA,"Matheson","passes.f.c","A3C","A3L",NA,"M","WNYF",NA,"Kennedy","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
1075,"79","D","WAS",NA,"Kleiner","take.on.won","A3L",NA,NA,"D","WNYF",NA,"Eddy","tackles.ball","D3R",NA,NA,"fouls.won",NA,"fouls.conceded","fouls.conceded",NA
1075,"80",NA,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,"81","M","WAS",NA,"Nairn","passes.f.c","A3L","A6","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077,"81","F","WAS",NA,"Stengel","shots.scored","A6",NA,NA,"M","WNYF",NA,"Kennedy","pressured","D6",NA,NA,NA,"key.passes",NA,NA,NA
1077,"81",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WNYF",NA,"D'Angelo","gk.s.o.g.scored","D6",NA,"none",NA,"big.chances.scored",NA,NA,NA
1077,"81",NA,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1078,"82","GK","WAS",NA,"Labbe","passes.f","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,"82","M","WNYF",NA,"Mewis","passes.f","AM3R",NA,"headed","M","WAS",NA,"Nairn","pressured","DM3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
1080,"82","D","WAS",NA,"Kleiner","passes.f.c","D3L","DM3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,"82","F","WAS",NA,"Stengel","passes.f.c","DM3L","AM3C","flick.on","D","WNYF",NA,"Dahlkemper","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
1082,"82","F","WAS",NA,"Dunn","recoveries","AM3C",NA,NA,"D","WNYF",NA,"Eddy","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
1083,"82","F","WAS",NA,"Dunn","passes.f","AM3C",NA,NA,"D","WNYF",NA,"Eddy","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
1083,"82",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Erceg","clearances","DM3C",NA,NA,NA,NA,NA,NA,NA
1084,"82","D","WNYF",NA,"Hinkle","recoveries","DM3C",NA,NA,"F","WAS",NA,"Farquharson","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
1085,"82","D","WNYF",NA,"Hinkle","passes.f.c","DM3C","DM3C",NA,"F","WAS",NA,"Farquharson","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
1086,"83","F","WNYF",9,"L. Williams","recoveries","DM3C",NA,NA,"D","WAS",NA,"Krieger","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
1087,"83","F","WNYF",9,"L. Williams","passes.f.c","DM3C","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088,"83","F","WNYF",NA,"Hamilton","movement","AM3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,"83","F","WNYF",NA,"Hamilton","passes.f.c","A3R","A3R",NA,"F","WAS",NA,"Stengel","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
1090,"83","F","WNYF",NA,"Doniak","passes.b.c","A3R","A3C","lay.off","D","WAS",NA,"Zadorsky","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
1091,"83","F","WNYF",NA,"Hamilton","passes.f.c","A3C","A18","th","M","WAS",NA,"Nairn","pressured","D3C",NA,NA,NA,"key.passes",NA,NA,NA
1092,"83","F","WNYF",9,"L. Williams","shots.stopped.by.gk","A18",NA,NA,"GK","WAS",NA,"Labbe","gk.s.o.g.stop","D18","deflected.to.safety","stooping",NA,"big.chances.shot.on.goal",NA,NA,NA
1093,"83","F","WNYF",NA,"Doniak","substitution.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,"83","F","WNYF",NA,"Andrade","substitution.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,"84","D","WNYF",NA,"Hinkle","passes.s","A3L",NA,"corner.kick","D","WAS",NA,"Kleiner","clearances","D6",NA,NA,NA,NA,NA,NA,NA
1096,"84","D","WNYF",NA,"Hinkle","recoveries","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"84","D","WNYF",NA,"Hinkle","passes.s","A3L",NA,"corner.crosses","D","WAS",NA,"Krieger","clearances","D18",NA,NA,NA,NA,NA,NA,NA
1098,"84","F","WNYF",NA,"Hamilton","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,"84","F","WNYF",NA,"Hamilton","passes.f.c","A3C","A3R",NA,"D","WAS",NA,"Kleiner","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
1100,"84","F","WNYF",NA,"Leon","passes.f.c","A3R","A18","corner.crosses","M","WAS",NA,"Huster","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
1101,"84","F","WNYF",9,"L. Williams","shots.missed","A18",NA,NA,"M","WAS",NA,"Nairn","pressured","D18",NA,NA,NA,NA,NA,NA,NA
1101,"84",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WAS",NA,"Labbe","gk.shot.miss","D6",NA,NA,NA,NA,NA,NA,NA
1102,"84","M","WAS",NA,"Matheson","substitution.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,"84","D","WAS",NA,"Church","substitution.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,"85","GK","WAS",NA,"Labbe","passes.f","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,"85",NA,NA,NA,NA,NA,NA,NA,"lau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,"85","M","WAS",NA,"Nairn","aerial.lost","DM3R",NA,NA,"M","WNYF",NA,"Kennedy","aerial.won","AM3L",NA,NA,NA,NA,NA,NA,NA
1106,"85","M","WNYF",NA,"Kennedy","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,"85","M","WNYF",NA,"Kennedy","passes.f","AM3L",NA,NA,"D","WAS",NA,"Oyster","clearances","D3R",NA,NA,NA,NA,NA,NA,NA
1108,"85","F","WAS",NA,"Farquharson","recoveries","A3C",NA,NA,"M","WNYF",NA,"Mewis","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
1109,"85","F","WAS",NA,"Farquharson","passes.s.c","A3C","A3R",NA,"M","WNYF",NA,"Mewis","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
1110,"85","D","WAS",NA,"Church","passes.f.c","A3R","A3R",NA,"M","WNYF",NA,"Kennedy","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
1111,"85","F","WAS",NA,"Dunn","passes.b.c","A3R","A3R",NA,"M","WNYF",NA,"Kennedy","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
1112,"85","D","WAS",NA,"Krieger","movement","A3R","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,"85","D","WAS",NA,"Krieger","shots.missed","A18",NA,NA,"M","WNYF",NA,"Mewis","pressured","D18",NA,NA,NA,NA,NA,NA,NA
1113,"85",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WNYF",NA,"D'Angelo","gk.shot.miss","D6",NA,"reaching",NA,NA,NA,NA,NA
1114,"86","GK","WNYF",NA,"D'Angelo","passes.f.c","D6","DM3R","goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,"86",NA,NA,NA,NA,NA,NA,NA,"lau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,"86","M","WNYF",NA,"Mewis","aerial.won","DM3R",NA,NA,"D","WAS",NA,"Church","aerial.lost","AM3L",NA,NA,NA,NA,NA,NA,NA
1116,"86","F","WNYF",NA,"Leon","recoveries","AM3R",NA,NA,"F","WAS",NA,"Farquharson","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
1117,"86","F","WNYF",NA,"Leon","passes.f.c","AM3R","AM3C",NA,"F","WAS",NA,"Farquharson","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
1118,"86","F","WNYF",9,"L. Williams","passes.f.c","AM3C","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,"86","F","WNYF",NA,"Hamilton","passes.b.c","A3L","A3C",NA,"D","WAS",NA,"Krieger","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
1120,"86","M","WNYF",NA,"Mewis","passes.f.c","A3C","A3C",NA,"M","WAS",NA,"Nairn","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
1121,"86","F","WNYF",NA,"Andrade","passes.b.c","A3C","A3C",NA,"M","WAS",NA,"Huster","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
1122,"86","F","WNYF",9,"L. Williams","shots.missed","A3C",NA,NA,"M","WAS",NA,"Nairn","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
1122,"86",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WAS",NA,"Labbe","gk.shot.miss","D6",NA,NA,NA,NA,NA,NA,NA
1123,"86","GK","WAS",NA,"Labbe","passes.f","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,"86",NA,NA,NA,NA,NA,NA,NA,"lau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,"86","D","WAS",NA,"Church","aerial.lost","DM3L",NA,NA,"M","WNYF",NA,"Mewis","aerial.won","AM3R",NA,NA,NA,NA,NA,NA,NA
1125,"87","F","WNYF",NA,"Hamilton","recoveries","AM3C",NA,NA,"M","WAS",NA,"Nairn","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
1126,"87","F","WNYF",NA,"Hamilton","passes.f.c","AM3C","A3C",NA,"M","WAS",NA,"Nairn","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
1127,"87","F","WNYF",9,"L. Williams","passes.b.c","A3C","AM3C",NA,"D","WAS",NA,"Oyster","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
1128,"87","F","WNYF",NA,"Andrade","passes.f","AM3C",NA,NA,"D","WAS",NA,"Church","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
1128,"87",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Krieger","clearances","D3R",NA,NA,NA,NA,NA,NA,NA
1129,"87","F","WAS",NA,"Dunn","recoveries","DM3R",NA,NA,"M","WNYF",NA,"Kennedy","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
1130,"87","F","WAS",NA,"Dunn","passes.f.c","DM3R","DM3R",NA,"M","WNYF",NA,"Kennedy","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
1131,"87","D","WAS",NA,"Krieger","passes.f","DM3R",NA,"th",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,"87","D","WNYF",NA,"Eddy","recoveries","D3C",NA,NA,"F","WAS",NA,"Farquharson","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
1133,"87","D","WNYF",NA,"Eddy","passes.b.c","D3C","D3C",NA,"F","WAS",NA,"Farquharson","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
1134,"87","GK","WNYF",NA,"D'Angelo","passes.f","D3C",NA,"lau","F","WAS",NA,"Farquharson","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
1135,"87","M","WAS",NA,"Nairn","recoveries","DMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1136,"87","M","WAS",NA,"Nairn","passes.f","DM3R",NA,NA,"D","WNYF",NA,"Erceg","interceptions","DML",NA,NA,NA,NA,NA,NA,NA
1137,"87","D","WNYF",NA,"Erceg","passes.f","DM3L",NA,NA,"F","WAS",NA,"Dunn","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
1137,"87",NA,NA,NA,NA,NA,NA,NA,NA,"M","WAS",NA,"Nairn","clearances","AMR",NA,NA,NA,NA,NA,NA,NA
1138,"87","F","WAS",NA,"Stengel","recoveries","AMC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1139,"87","F","WAS",NA,"Stengel","passes.f","AM3C",NA,"th","M","WNYF",NA,"Mewis","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
1139,"87",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WNYF",NA,"D'Angelo","gk.loose.balls.won","D18",NA,NA,NA,NA,NA,NA,NA
1140,"87","GK","WNYF",NA,"D'Angelo","passes.f.c","D18","D3C","gk.throws",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1141,"87","D","WNYF",NA,"Dahlkemper","passes.f.c","D3C","AM3R",NA,"F","WAS",NA,"Stengel","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
1142,"87","F","WNYF",NA,"Leon","passes.f.c","AM3R","A3C",NA,"D","WAS",NA,"Kleiner","challenged","DM3L",NA,NA,NA,NA,NA,NA,NA
1143,"87","F","WNYF",9,"L. Williams","passes.f.c","A3C","A18",NA,"D","WAS",NA,"Oyster","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
1144,"87","F","WNYF",NA,"Andrade","dispossessed","A18",NA,NA,"D","WAS",NA,"Zadorsky","dispossessed","D18",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
1145,"87","F","WNYF",9,"L. Williams","passes.f.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1146,"87","F","WNYF",NA,"Andrade","dispossessed","A3R",NA,NA,"D","WAS",NA,"Kleiner","dispossessed","D3L",NA,NA,NA,NA,NA,NA,NA
1147,"87","D","WAS",NA,"Kleiner","clearances","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1148,"88","D","WNYF",NA,"Eddy","recoveries","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1149,"88","D","WNYF",NA,"Eddy","passes.f.c","A3R","A18","corner.crosses","D","WAS",NA,"Church","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
1149,"88",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Oyster","clearances","D18",NA,NA,NA,NA,NA,NA,NA
1150,"88","F","WNYF",9,"L. Williams","recoveries","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1151,"88","F","WNYF",9,"L. Williams","shots.stopped.by.def","A18",NA,NA,"M","WAS",NA,"Huster","blocks","D18",NA,NA,NA,NA,NA,NA,NA
1151,"88",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WAS",NA,"Labbe","gk.s.o.g.def.stop","D6",NA,NA,NA,NA,NA,NA,NA
1152,"88","F","WNYF",NA,"Hamilton","recoveries","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1153,"88","F","WNYF",NA,"Hamilton","shots.stopped.by.gk","A18",NA,NA,"GK","WAS",NA,"Labbe","gk.s.o.g.stop","D6","parried.to.safety",NA,NA,NA,NA,NA,NA
1154,"88","D","WNYF",NA,"Hinkle","recoveries","A18",NA,NA,"F","WAS",NA,"Dunn","pressured","D18",NA,NA,NA,NA,NA,NA,NA
1155,"88","D","WNYF",NA,"Hinkle","movement","A18","A3L",NA,"F","WAS",NA,"Dunn","tackles.ball","D18",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
1156,"88","D","WNYF",NA,"Hinkle","passes.s","A3L",NA,"corner.kick","D","WAS",NA,"Church","clearances","D18",NA,NA,NA,NA,NA,NA,NA
1156,"88",NA,NA,NA,NA,NA,NA,NA,"corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,"88","F","WNYF",NA,"Hamilton","passes.f","A3C",NA,"lau","D","WAS",NA,"Oyster","clearances","D18",NA,NA,NA,NA,NA,NA,NA
1158,"89","F","WNYF",NA,"Leon","recoveries","A3R",NA,NA,"D","WAS",NA,"Kleiner","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
1159,"89","F","WNYF",NA,"Leon","take.on.lost","A3R",NA,NA,"D","WAS",NA,"Kleiner","dispossessed","D3L",NA,NA,NA,NA,NA,NA,NA
1160,"89","D","WAS",NA,"Kleiner","passes.f.c","D3L","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1161,"89","F","WAS",NA,"Stengel","take.on.won","D3L",NA,NA,"F","WNYF",NA,"Leon","dribbled.turned","A3R",NA,NA,NA,NA,NA,NA,NA
1161,"89",NA,NA,NA,NA,NA,NA,NA,NA,"M","WNYF",NA,"Kennedy","dribbled.turned","A3R",NA,NA,NA,NA,NA,NA,NA
1162,"89","F","WAS",NA,"Stengel","passes.f","D3L",NA,NA,"M","WNYF",NA,"Kennedy","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
1162,"89",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Eddy","interceptions","AMR",NA,NA,NA,NA,NA,NA,NA
1163,"89","D","WNYF",NA,"Eddy","passes.f","AM3R",NA,NA,"F","WAS",NA,"Farquharson","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
1164,"89","D","WAS",NA,"Church","recoveries","DM3C",NA,NA,"M","WNYF",NA,"Mewis","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
1165,"89","D","WAS",NA,"Church","lost.touch","DM3C",NA,NA,"M","WNYF",NA,"Mewis","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
1166,"89","M","WNYF",NA,"Mewis","recoveries","AM3C",NA,NA,"M","WAS",NA,"Nairn","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
1167,"89","M","WNYF",NA,"Mewis","passes.f.c","AM3C","AM3L",NA,"M","WAS",NA,"Nairn","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
1167,"89",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Zadorsky","clearances","D18",NA,NA,NA,NA,NA,NA,NA
1168,"89","D","WNYF",NA,"Hinkle","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1169,"89","D","WNYF",NA,"Hinkle","passes.f","AM3L",NA,"th",NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
1170,"90","GK","WAS",NA,"Labbe","passes.f","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,"90",NA,NA,NA,NA,NA,NA,NA,"lau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,"90","M","WNYF",NA,"Kennedy","aerial.won",NA,NA,NA,"M","WAS",NA,"Nairn","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA
1172,"90","M","WNYF",NA,"Kennedy","passes.f","AM3L",NA,NA,"D","WAS",NA,"Krieger","clearances","DM3L",NA,NA,NA,NA,NA,NA,NA
