"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","poss.player.disciplinary","poss.notes","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","def.player.disciplinary","def.notes","xG","poss.number","def.number"
"625","45+2",NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.keep.poss","D","SRFC","Corsie","clearances","D18",NA,NA,NA,NA,NA,NA,NA
"626","45+3","D","FCKC","Moros","passes.f","A3L",NA,"throw.in",NA,NA,"D","SRFC","Fletcher","blocks","D3R",NA,NA,NA,NA,NA,NA,NA
"627","45+3",NA,NA,NA,"halftime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","46","M","SRFC","Little","passes.b.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","46","M","SRFC","Fishlock","passes.f","DM3C",NA,"launch",NA,NA,"D","FCKC","Brown","blocks","D3R",NA,NA,NA,NA,NA,NA,NA
"630","46","M","SRFC","Little","recoveries","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","46","M","SRFC","Little","passes.b.c","A3L",NA,NA,NA,NA,"M","FCKC","Holiday","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"632","46","M","SRFC","Winters","passes.f","AM3L",NA,NA,NA,"out.of.bounds.keep.poss","M","FCKC","Holiday","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"632","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Brown","blocks","D3R",NA,NA,NA,NA,NA,NA,NA
"632","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Brown","clearances","D3R",NA,NA,NA,NA,NA,NA,NA
"633","46","D","SRFC","Cox","passes.f.c","DM3L",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","46","F","SRFC","Mathias","lost.touch","AM3L",NA,NA,NA,NA,"M","FCKC","Buczkowski","dispossessed","DM3R",NA,NA,NA,NA,NA,NA,NA
"635","46","M","FCKC","Buczkowski","passes.s.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","46","M","FCKC","Laddish","passes.f","DM3C",NA,NA,NA,NA,"M","SRFC","Fishlock","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"636","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","SRFC","Winters","blocks","AM3C",NA,NA,NA,NA,NA,NA,NA
"637","46","D","SRFC","Fletcher","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","46","D","SRFC","Fletcher","passes.b.c","DM3R",NA,NA,NA,NA,"M","FCKC","Tymrak","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
"639","46","D","SRFC","Corsie","passes.f","D3R",NA,"launch",NA,NA,"F","FCKC","Rodriguez","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"639","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Sauerbrunn","blocks","D3L",NA,NA,NA,NA,NA,NA,NA
"640","46","D","FCKC","Moros","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","46","D","FCKC","Moros","passes.s.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","46","D","FCKC","Lepeilbet","passes.f.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","46","M","FCKC","Tymrak","passes.s","DM3L",NA,NA,NA,NA,"D","SRFC","Fletcher","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"643","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","SRFC","Winters","interceptions","AM3C",NA,NA,NA,NA,NA,NA,NA
"644","46","M","SRFC","Winters","passes.f.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","46","F","SRFC","Yanez","passes.f","A3C",NA,NA,NA,NA,"D","FCKC","Lepeilbet","blocks","D3C",NA,NA,NA,NA,NA,NA,NA
"645","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Lepeilbet","clearances","D3C",NA,NA,NA,NA,NA,NA,NA
"646","47","D","SRFC","Barnes","passes.f","AM3L","A3L",NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","47","D","FCKC","Brown","passes.s.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","47","D","FCKC","Sauerbrunn","passes.s.c","D3C",NA,NA,NA,NA,"M","SRFC","Little","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
"649","47","D","FCKC","Moros","passes.f.c","D3L",NA,NA,NA,NA,"F","SRFC","Rapinoe","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"650","47","M","FCKC","Tymrak","passes.f","DM3L",NA,NA,NA,"out.of.bounds.keep.poss","D","SRFC","Fletcher","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"650","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","SRFC","Fishlock","blocks","AM3R",NA,NA,NA,NA,NA,NA,NA
"651","47",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","47","M","FCKC","Laddish","passes.b.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","47","D","FCKC","Sauerbrunn","passes.s.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","47","D","FCKC","Lepeilbet","passes.s.c","D3R","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","47","D","FCKC","Sauerbrunn","movement","D3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","47","D","FCKC","Sauerbrunn","passes.f.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","48","D","FCKC","Moros","passes.f","AM3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","48","D","SRFC","Fletcher","passes.f.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","48","F","SRFC","Rapinoe","take.on.lost","AM3R",NA,NA,NA,NA,"M","FCKC","Tymrak","tackles.ball.away","DM3L",NA,NA,NA,NA,NA,NA,NA
"660","48","M","FCKC","Laddish","passes.f","AM3C","A3L","through",NA,"out.of.bounds.keep.poss","D","SRFC","Corsie","blocks","D3R",NA,NA,NA,NA,NA,NA,NA
"661","48","D","FCKC","Moros","passes.b.c","A3L",NA,NA,NA,NA,"D","SRFC","Corsie","clearances","D3R",NA,NA,NA,NA,NA,NA,NA
"662","48","M","FCKC","Laddish","passes.b.c","A3L",NA,NA,NA,NA,"M","SRFC","Little","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"663","48","D","FCKC","Sauerbrunn","passes.s.c","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","48","D","FCKC","Lepeilbet","passes.f.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","49","D","FCKC","Brown","passes.f.c","A3R",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"666","49","M","FCKC","O'Reilly","passes.f.c","A3R",NA,NA,NA,NA,"M","SRFC","Winters","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"667","49","D","FCKC","Brown","passes.s.c","A3R",NA,"corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","49","M","FCKC","Laddish","passes.f.c","A3L",NA,NA,NA,NA,"D","SRFC","Fletcher","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"669","49","F","FCKC","Rodriguez","passes.f","A3L","A18","corner.crosses",NA,NA,"D","SRFC","Cox","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"669","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Cox","clearances","D18",NA,NA,NA,NA,NA,NA,NA
"670","49","D","FCKC","Moros","aerial.lost","A3C",NA,NA,NA,NA,"F","SRFC","Rapinoe","aerial.won","D3C",NA,NA,NA,NA,NA,NA,NA
"671","49","F","SRFC","Rapinoe","recoveries","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","49","F","SRFC","Rapinoe","passes.s.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","49","M","SRFC","Winters","passes.f.c","D3C",NA,NA,NA,NA,"D","FCKC","Moros",NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","49","M","SRFC","Little","movement","D3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","49","M","SRFC","Little","movement","DM3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","49","M","SRFC","Little","passes.f.c","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","49","F","SRFC","Yanez","passes.b.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","49","D","SRFC","Cox","passes.b.c","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","49","D","SRFC","Barnes","passes.s.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","49","D","SRFC","Corsie","passes.f.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","49","D","SRFC","Fletcher","passes.b.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","49","D","SRFC","Corsie","passes.s.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","49","D","SRFC","Barnes","movement","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","49","D","SRFC","Barnes","passes.f.c","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","49","F","SRFC","Yanez","lost.touch","AM3L",NA,NA,NA,"out.of.bounds.lost.poss","M","FCKC","O'Reilly","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"686","50","D","FCKC","Brown","passes.b.c","DM3R",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","50","D","FCKC","Lepeilbet","passes.s.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","50","D","FCKC","Sauerbrunn","passes.s.c","D3C",NA,NA,NA,NA,"F","SRFC","Mathias","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
"689","50","D","FCKC","Moros","passes.f","D3L",NA,NA,NA,NA,"D","SRFC","Corsie","interceptions","D3R",NA,NA,NA,NA,NA,NA,NA
"690","50","D","SRFC","Corsie","passes.s.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","50","D","SRFC","Barnes","passes.f","D3C",NA,NA,NA,NA,"D","FCKC","Brown","blocks","DM3R",NA,NA,NA,NA,NA,NA,NA
"692","50","D","SRFC","Corsie","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","50","D","SRFC","Corsie","passes.b.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","50","D","SRFC","Barnes","passes.s.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","50","D","SRFC","Cox","passes.f.c","D3L",NA,NA,NA,NA,"M","FCKC","O'Reilly","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"696","50","M","SRFC","Little","movement","AM3C","AM3L",NA,NA,NA,"D","FCKC","Lepeilbet","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"696","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Lepeilbet","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"697","50","M","SRFC","Little","passes.f","AM3L",NA,"through",NA,NA,"D","FCKC","Moros","blocks","DM3C",NA,NA,NA,NA,NA,NA,NA
"698","50","M","SRFC","Fishlock","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","50","M","SRFC","Fishlock","passes.f.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","50","D","SRFC","Fletcher","take.on.won","A3R",NA,NA,NA,NA,"M","FCKC","Laddish","dribbled.turned","D3L",NA,NA,NA,NA,NA,NA,NA
"701","50","D","SRFC","Fletcher","movement","A3R","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","50","D","SRFC","Fletcher","take.on.lost","A3C",NA,NA,NA,NA,"M","FCKC","Holiday","tackles.ball.away","D3C",NA,NA,NA,NA,NA,NA,NA
"703","50","M","FCKC","Laddish","recoveries","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","50","M","FCKC","Laddish","passes.s.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","50","M","FCKC","O'Reilly","passes.f.c","D3C",NA,NA,NA,NA,"D","SRFC","Cox","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
"706","50","M","FCKC","Holiday","passes.f.c","DM3C",NA,NA,NA,NA,"D","SRFC","Fletcher","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"707","51","M","FCKC","Tymrak","passes.f.c","AM3L",NA,"switch",NA,NA,"M","SRFC","Fishlock","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"708","51","M","FCKC","O'Reilly","shots.stopped.by.gk","A18",NA,NA,NA,NA,"D","SRFC","Cox","pressured","D18",NA,NA,NA,NA,NA,NA,NA
"708","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GK","SRFC","Solo","gk.s.o.g.stop","D6","caught","stooping",NA,NA,NA,NA,NA
"709","51",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","51","D","SRFC","Barnes","passes.f.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","51","M","SRFC","Fishlock","dispossessed","DM3C",NA,NA,NA,NA,"F","FCKC","Rodriguez","tackles.ball.away","AM3C",NA,NA,NA,NA,NA,NA,NA
"712","51","M","FCKC","Buczkowski","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","51","M","FCKC","Buczkowski","passes.f.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","51","M","FCKC","Holiday","passes.s.c","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","51","F","FCKC","Rodriguez","take.on.won","A3C",NA,NA,NA,NA,"D","SRFC","Corsie","dribbled.turned","D3C",NA,NA,NA,NA,NA,NA,NA
"716","51","F","FCKC","Rodriguez","shots.stopped.by.gk","D18",NA,NA,NA,NA,"D","SRFC","Barnes","pressured","A18",NA,NA,NA,NA,NA,NA,NA
"716","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GK","SRFC","Solo","gk.s.o.g.stop","D6","caught","stooping",NA,NA,NA,NA,NA
"717","51",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","52","F","SRFC","Mathias","dispossessed","A3R",NA,NA,NA,"out.of.bounds.keep.poss","D","FCKC","Sauerbrunn","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"718","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Moros","tackles.ball.away","D3L",NA,NA,NA,NA,NA,NA,NA
"719","52","D","SRFC","Fletcher","passes.f.c","A3R",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","52","F","SRFC","Mathias","passes.s.c","A3R",NA,"corner.crosses",NA,"key.passes","D","FCKC","Moros","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"721","52","F","SRFC","Yanez","shots.stopped.by.gk","A18",NA,NA,NA,"big.chances.shot.on.goal","D","FCKC","Brown","pressured","D18",NA,NA,NA,NA,NA,NA,NA
"721","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GK","FCKC","Barnhart","gk.s.o.g.stop","D6","caught","stooping",NA,"big.chances.stopped",NA,NA,NA
"722","52","GK","FCKC","Barnhart","passes.f.c","D6",NA,"gk.throws",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","52","M","FCKC","O'Reilly","passes.b.c","D18",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","A18",NA,NA,NA,NA,NA,NA,NA
"724","52","D","FCKC","Lepeilbet","passes.f.c","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","52","M","FCKC","O'Reilly","passes.b.c","D3R",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"726","52","D","FCKC","Lepeilbet","passes.f","D3R",NA,NA,NA,NA,"M","SRFC","Little","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"726","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","SRFC","Fishlock","blocks","A3L",NA,NA,NA,NA,NA,NA,NA
"727","52","M","SRFC","Fishlock","recoveries","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","52","M","SRFC","Fishlock","passes.s.c","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","52","F","SRFC","Rapinoe","take.on.won","A3C",NA,NA,"fouls.won",NA,"M","FCKC","Laddish",NA,"D3C",NA,NA,"fouls.conceded",NA,NA,NA,NA
"729","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Moros","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"730","53","M","SRFC","Little","shots.missed","D3C",NA,"free.kick",NA,"out.of.bounds.lost.poss","GK","FCKC","Barnhart","gk.shot.miss",NA,NA,NA,NA,NA,NA,NA,NA
"731","53",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","53","D","FCKC","Moros","passes.f.c","D3L",NA,NA,NA,NA,"F","SRFC","Mathias","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"733","53","M","FCKC","Laddish","take.on.won","D3L",NA,NA,"fouls.won",NA,"F","SRFC","Rapinoe",NA,"A3R",NA,NA,"fouls.conceded",NA,NA,NA,NA
"734","54","D","FCKC","Sauerbrunn","passes.b.c","D3L",NA,"free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","54","D","FCKC","Lepeilbet","passes.f.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","54","D","FCKC","Brown","passes.b.c","DM3R",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
"737","54","D","FCKC","Lepeilbet","passes.f.c","D3R",NA,NA,NA,NA,"M","SRFC","Little","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"738","54","D","FCKC","Brown","passes.s.c","D3R",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"739","54","M","FCKC","Buczkowski","passes.b.c","D3R",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"740","54","D","FCKC","Lepeilbet","passes.s.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","54","GK","FCKC","Barnhart","passes.s.c","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","54","D","FCKC","Lepeilbet","passes.f.c","D3R",NA,NA,NA,NA,"M","SRFC","Little","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"743","54","D","SRFC","Cox","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","54","D","SRFC","Cox","passes.f","AM3L",NA,NA,NA,NA,"F","FCKC","Rodriguez","blocks","DM3R",NA,NA,NA,NA,NA,NA,NA
"744","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","FCKC","Rodriguez","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"745","54","F","SRFC","Mathias","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","54","F","SRFC","Mathias","passes.b.c","AM3C",NA,NA,NA,NA,"M","FCKC","O'Reilly","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"747","54","D","SRFC","Fletcher","passes.b.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","54","D","SRFC","Corsie","passes.f.c","DM3C",NA,NA,NA,NA,"M","FCKC","O'Reilly","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"749","54","M","SRFC","Fishlock","take.on.won","AM3C",NA,NA,NA,NA,"M","FCKC","Laddish","dribbled.turned","DM3C",NA,NA,NA,NA,NA,NA,NA
"750","54","M","SRFC","Fishlock","movement","AM3C","A3C",NA,NA,NA,"M","FCKC","Laddish","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"751","54","M","SRFC","Fishlock","passes.f","A3C",NA,NA,NA,NA,"M","FCKC","Laddish","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"752","54","F","SRFC","Yanez","offside.calls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","55","GK","FCKC","Barnhart","passes.s.c","D18",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","55","D","FCKC","Moros","passes.f.c","D3L",NA,NA,NA,NA,"F","SRFC","Rapinoe","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"755","55","M","FCKC","Laddish","passes.f","D3L","DM3L",NA,NA,NA,"M","SRFC","Little","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"755","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Fletcher","interceptions","AM3R",NA,NA,NA,NA,NA,NA,NA
"756","55","D","SRFC","Fletcher","passes.b.c","AM3R",NA,NA,NA,NA,"D","FCKC","Moros","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
"757","55","M","SRFC","Winters","passes.b.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","55","D","SRFC","Corsie","passes.s.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","55","D","SRFC","Barnes","passes.b.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","55",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","55","D","FCKC","Moros","passes.b.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","55","D","FCKC","Lepeilbet","passes.f.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","55","D","FCKC","Brown","passes.b.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","55","D","FCKC","Lepeilbet","passes.f.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","55","M","FCKC","Laddish","passes.f.c","AM3C",NA,NA,NA,NA,"M","SRFC","Winters","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"766","55","M","FCKC","Tymrak","passes.s.c","AM3L",NA,NA,NA,NA,"D","SRFC","Fletcher","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"767","55","M","FCKC","Buczkowski","passes.s.c","AM3C",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"768","55","D","FCKC","Brown","movement","AM3R","A3R",NA,NA,NA,"F","SRFC","Yanez","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
"769","55","D","FCKC","Brown","take.on.won","A3R",NA,NA,NA,NA,"F","SRFC","Yanez","dribbled.out.run","D3L",NA,NA,NA,NA,NA,NA,NA
"770","56","D","FCKC","Brown","passes.f","A3R",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"770","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Cox","blocks","D3L",NA,NA,NA,NA,NA,NA,NA
"771","56","D","SRFC","Barnes","recoveries","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","56","D","SRFC","Barnes","passes.f.c","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","56","M","SRFC","Fishlock","passes.f","D18",NA,NA,NA,"out.of.bounds.lost.poss","F","FCKC","Rodriguez","pressured","A18",NA,NA,NA,NA,NA,NA,NA
"774","56","M","FCKC","Buczkowski","passes.f.c","A3R",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","56","M","FCKC","Laddish","passes.b.c","A3R",NA,NA,NA,NA,"M","SRFC","Fishlock","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"776","56","M","FCKC","Buczkowski","passes.b.c","A3R",NA,NA,NA,NA,"M","SRFC","Fishlock","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"777","56","D","FCKC","Brown","passes.b.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","56","D","FCKC","Lepeilbet","passes.f.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
