"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","poss.player.disciplinary","poss.notes","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","def.player.disciplinary","def.notes","xG","poss.number","def.number"
"312","22","D","SRFC","Barnes","movement","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","22","D","SRFC","Barnes","passes.f","DM3L","DM3C","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","22","M","SRFC","Little","aerial.lost","DM3C",NA,NA,NA,NA,"M","FCKC","Laddish","aerial.won","AM3C",NA,NA,NA,NA,NA,NA,NA
"315","22","M","FCKC","Holiday","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","22","M","FCKC","Holiday","passes.b.c","DM3C",NA,NA,NA,NA,"D","SRFC","Fletcher","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"317","22","M","FCKC","Laddish","passes.f.c","DM3C",NA,NA,NA,NA,"D","SRFC","Fletcher","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"318","22","M","FCKC","Buczkowski","passes.f.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","22","M","FCKC","Tymrak","passes.b","AM3C",NA,NA,NA,NA,"M","SRFC","Winters","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"319","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","SRFC","Rapinoe","interceptions","DM3C",NA,NA,NA,NA,NA,NA,NA
"320","22","F","SRFC","Rapinoe","passes.f","DM3C",NA,NA,NA,NA,"M","FCKC","Laddish","interceptions","DM3C",NA,NA,NA,NA,NA,NA,NA
"321","22","M","FCKC","Laddish","passes.b.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","22","D","FCKC","Lepeilbet","passes.s.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","22","D","FCKC","Sauerbrunn","passes.s.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","23","D","FCKC","Lepeilbet","passes.f","D3R","A3R","launch",NA,NA,"D","SRFC","Barnes","blocks","D3L",NA,NA,NA,NA,NA,NA,NA
"324","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Barnes","clearances","D3L",NA,NA,NA,NA,NA,NA,NA
"325","23","F","SRFC","Rapinoe","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","23","F","SRFC","Rapinoe","passes.b.c","DM3L",NA,NA,NA,NA,"D","FCKC","Brown","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"327","23","M","SRFC","Fishlock","passes.f","D3L",NA,NA,NA,NA,"M","FCKC","Holiday","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"327","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","FCKC","O'Reilly","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"328","23",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","23","D","FCKC","Brown","passes.f.c","A3R",NA,NA,NA,NA,"F","SRFC","Rapinoe","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"330","23","F","FCKC","Rodriguez","passes.b.c","A3R","A3C",NA,NA,NA,"D","SRFC","Barnes","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"331","23","D","FCKC","Brown","take.on.lost","A3C",NA,NA,NA,NA,"F","SRFC","Yanez","tackles.ball.away","D3C",NA,NA,NA,NA,NA,NA,NA
"332","23","D","SRFC","Fletcher","recoveries","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","23","D","SRFC","Fletcher","passes.f.c","D3L",NA,NA,NA,NA,"D","FCKC","Moros","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"334","23","M","SRFC","Little","passes.f.c","DM3L",NA,NA,NA,NA,"D","FCKC","Moros","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"335","23","F","SRFC","Rapinoe","passes.s.c","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","23","M","SRFC","Fishlock","passes.f.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","23","M","SRFC","Winters","passes.f.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","23","F","SRFC","Yanez","passes.b.c","A3R",NA,NA,NA,NA,"D","FCKC","Moros","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"339","24","D","SRFC","Corsie","passes.s.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","24","M","SRFC","Fishlock","passes.f","AM3R",NA,"deep.crosses",NA,"out.of.bounds.lost.poss","M","FCKC","Laddish","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
"341","24",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","24","D","FCKC","Brown","passes.b.c","D3R",NA,NA,NA,NA,"F","SRFC","Mathias","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"343","24","D","FCKC","Lepeilbet","passes.f","D18",NA,NA,NA,NA,"M","SRFC","Fishlock","interceptions","AM3C",NA,NA,NA,NA,NA,NA,NA
"344","24","M","SRFC","Fishlock","passes.f.c","AM3C",NA,NA,NA,NA,"M","FCKC","Tymrak","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"345","24","M","SRFC","Little","passes.f","A3C",NA,NA,NA,NA,"D","FCKC","Sauerbrunn","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"345","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Brown","blocks","D3C",NA,NA,NA,NA,NA,NA,NA
"346","24","F","SRFC","Mathias","aerial.lost","A3C",NA,NA,NA,NA,"D","FCKC","Brown","aerial.won","D3C",NA,NA,NA,NA,NA,NA,NA
"347","24","M","SRFC","Little","aerial.won","A3C",NA,NA,NA,NA,"M","FCKC","Tymrak","aerial.lost","D3C",NA,NA,NA,NA,NA,NA,NA
"348","24","M","SRFC","Fishlock","recoveries","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","24","M","SRFC","Fishlock","passes.b.c","AM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","24","D","SRFC","Corsie","movement","AM3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","24","D","SRFC","Corsie","passes.f.c","A3R",NA,"corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","25","F","SRFC","Rapinoe","passes.b.c","A3L",NA,NA,NA,NA,"M","FCKC","O'Reilly","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"353","25","D","SRFC","Cox","passes.f","A3L",NA,"corner.crosses",NA,NA,"D","FCKC","Sauerbrunn","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"353","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Sauerbrunn","clearances","D18",NA,NA,NA,NA,NA,NA,NA
"354","25","M","SRFC","Winters","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","25","M","SRFC","Winters","passes.s.c","A3C",NA,NA,NA,NA,"F","FCKC","Rodriguez","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"356","25","D","SRFC","Cox","passes.f.c","A3L",NA,NA,NA,NA,"M","FCKC","O'Reilly","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"357","25","F","SRFC","Rapinoe","lost.touch","A3L",NA,NA,NA,"out.of.bounds.lost.poss","D","FCKC","Brown","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"358","25","GK","FCKC","Barnhart","passes.f.c","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","25","D","FCKC","Moros","passes.b.c","D3L",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"360","25","D","FCKC","Lepeilbet","passes.f.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","26","D","FCKC","Brown","passes.s.c","D3R",NA,NA,NA,NA,"F","SRFC","Rapinoe","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"362","26","D","FCKC","Sauerbrunn","passes.f.c","DM3C",NA,NA,NA,NA,"M","SRFC","Winters","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"363","26","M","FCKC","Buczkowski","passes.f.c","DM3C",NA,NA,NA,NA,"M","SRFC","Little","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"364","26","M","FCKC","Laddish","passes.f.c","AM3R",NA,NA,NA,NA,"M","SRFC","Winters","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
"365","26","M","FCKC","O'Reilly","take.on.won","A3R",NA,NA,"fouls.won",NA,"D","SRFC","Cox",NA,NA,NA,NA,"fouls.conceded",NA,NA,NA,NA
"366","26","M","FCKC","Holiday","passes.s","A3R",NA,"free.kick",NA,NA,"D","SRFC","Barnes","blocks","D6",NA,NA,NA,NA,NA,NA,NA
"366","26",NA,"FCKC",NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Barnes","clearances","D6",NA,NA,NA,NA,NA,NA,NA
"367","26","D","FCKC","Moros","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","26","D","FCKC","Moros","passes.f.c","A3C",NA,NA,NA,NA,"M","SRFC","Little","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"369","27","M","FCKC","Holiday","passes.s.c","A3R",NA,NA,NA,NA,"F","SRFC","Rapinoe","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"370","27","D","FCKC","Lepeilbet","shots.missed","A18",NA,NA,NA,NA,"D","SRFC","Corsie","pressured","D18",NA,NA,NA,NA,NA,NA,NA
"370","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GK","SRFC","Solo","gk.shot.miss",NA,NA,NA,NA,NA,NA,NA,NA
"371","27",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","27","D","SRFC","Fletcher","passes.f.c","DM3R",NA,NA,NA,NA,"M","FCKC","Laddish","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
"373","27","F","SRFC","Yanez","passes.f.c","AM3R",NA,NA,NA,NA,"D","FCKC","Sauerbrunn","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
"374","27","F","SRFC","Mathias","passes.s","A3R",NA,"corner.crosses",NA,"out.of.bounds.keep.poss","D","FCKC","Lepeilbet","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"375","28","D","SRFC","Cox","passes.s","A3R",NA,"corner.kick",NA,"out.of.bounds.keep.poss","D","FCKC","Lepeilbet","blocks","D6",NA,NA,NA,NA,NA,NA,NA
"375","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Lepeilbet","clearances","D6",NA,NA,NA,NA,NA,NA,NA
"376","28","D","SRFC","Cox","passes.s.c","A3R",NA,"corner.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","28","M","SRFC","Winters","shots.missed","A18",NA,NA,NA,"out.of.bounds.lost.poss","D","FCKC","Brown","pressured","D18",NA,NA,NA,NA,NA,NA,NA
"378","28","GK","FCKC","Barnhart","passes.f.c","A6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","28","D","FCKC","Brown","passes.f","D3R","DM3R",NA,NA,"out.of.bounds.keep.poss","F","SRFC","Rapinoe","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"379","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","SRFC","Mathias","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"380","29",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","29","D","FCKC","Sauerbrunn","passes.s.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","29","D","FCKC","Lepeilbet","passes.f.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","29","M","FCKC","Laddish","passes.f.c","DM3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","29","D","FCKC","Brown","movement","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","29","D","FCKC","Brown","passes.s.c","AM3R","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","29","M","FCKC","Buczkowski","passes.f.c","DM3C",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"387","29","M","FCKC","Laddish","passes.s.c","AM3C",NA,NA,NA,NA,"M","SRFC","Winters","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"388","29","D","FCKC","Moros","movement","AM3L","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","29","D","FCKC","Moros","passes.f.c","A3L","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","29","M","FCKC","Tymrak","movement","A3L","A18",NA,NA,NA,"M","SRFC","Fishlock","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"391","29","M","FCKC","Tymrak","passes.s","A18",NA,"corner.crosses",NA,NA,"D","SRFC","Barnes","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"392","29","F","FCKC","Rodriguez","aerial.won","A3C",NA,NA,NA,NA,"M","SRFC","Little","aerial.lost","D3C",NA,NA,NA,NA,NA,NA,NA
"393","29","F","FCKC","Rodriguez","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","29","F","FCKC","Rodriguez","passes.b.c","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","29","M","FCKC","Buczkowski","passes.s.c","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","29","D","FCKC","Moros","passes.b.c","AM3L",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"397","29","M","FCKC","Buczkowski","passes.s.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","30","M","FCKC","Laddish","passes.f.c","AM3C",NA,NA,NA,NA,"M","SRFC","Winters","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"399","30","D","FCKC","Brown","take.on.lost","A3R",NA,NA,NA,NA,"F","SRFC","Rapinoe","tackles.wins.ball","D3L",NA,NA,NA,NA,NA,NA,NA
"400","30","F","SRFC","Rapinoe","passes.f","D3L",NA,NA,NA,NA,"M","FCKC","O'Reilly","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"400","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Brown","interceptions","A3R",NA,NA,NA,NA,NA,NA,NA
"401","30","D","FCKC","Brown","passes.b.c","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","30","M","FCKC","Laddish","passes.b.c","A3R",NA,NA,NA,NA,"F","SRFC","Mathias","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"403","30","D","FCKC","Lepeilbet","passes.b.c","AM3R","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","30","D","FCKC","Sauerbrunn","movement","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","30","D","FCKC","Sauerbrunn","passes.s.c","AM3C",NA,NA,NA,NA,"F","SRFC","Mathias","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"406","30","D","FCKC","Moros","passes.f.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","30","M","FCKC","Tymrak","take.on.won","A3L",NA,NA,NA,NA,"D","SRFC","Fletcher","dribbled.turned","D3R",NA,NA,NA,NA,NA,NA,NA
"408","30","M","FCKC","Tymrak","take.on.lost","A3L",NA,NA,NA,NA,"M","SRFC","Fishlock","tackles.ball.away","D3R",NA,NA,NA,NA,NA,NA,NA
"409","30","F","SRFC","Yanez","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","30","F","SRFC","Yanez","passes.f","D3R",NA,NA,NA,NA,"D","FCKC","Moros","blocks","A3L",NA,NA,NA,NA,NA,NA,NA
"411","30","F","SRFC","Yanez","recoveries","D3R",NA,NA,NA,NA,"D","FCKC","Moros","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"412","30","F","SRFC","Yanez","passes.b.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","30","D","SRFC","Corsie","passes.b.c","D3R",NA,NA,NA,NA,"M","FCKC","Holiday","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"414","30","D","SRFC","Fletcher","passes.b.c","D3R",NA,NA,NA,NA,"M","FCKC","Holiday","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"415","30","D","SRFC","Corsie","passes.f","D3R",NA,"launch",NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","31","D","FCKC","Moros","passes.f","DM3L",NA,NA,NA,NA,"D","SRFC","Fletcher","blocks","D3R",NA,NA,NA,NA,NA,NA,NA
"417","31","M","FCKC","Holiday","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","31","M","FCKC","Holiday","passes.f","AM3L",NA,NA,NA,NA,"D","SRFC","Corsie","interceptions","D3R",NA,NA,NA,NA,NA,NA,NA
"419","31","D","SRFC","Corsie","passes.f.c","D3R",NA,NA,NA,NA,"F","FCKC","Rodriguez","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"420","31","D","SRFC","Fletcher","passes.s.c","D3R",NA,NA,NA,NA,"M","FCKC","Holiday","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"421","31","F","SRFC","Yanez","passes.b.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","31","M","SRFC","Fishlock","passes.s.c","DM3R",NA,"switch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","31","D","SRFC","Cox","passes.s.c","DM3R","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","31","M","SRFC","Winters","movement","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","31","M","SRFC","Winters","passes.f.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","31","F","SRFC","Rapinoe","passes.b.c","A3L",NA,NA,NA,NA,"D","FCKC","Brown","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"427","31","M","SRFC","Winters","passes.s.c","AM3C",NA,NA,NA,NA,"M","FCKC","Laddish","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"428","31","D","SRFC","Fletcher","passes.s.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","31","M","SRFC","Fishlock","passes.f.c","AM3C",NA,NA,NA,NA,"M","FCKC","Holiday","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"430","31","D","SRFC","Fletcher","passes.f.c","A3R",NA,NA,NA,NA,"M","FCKC","Tymrak","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"431","31","M","SRFC","Winters","passes.b.c","A3C",NA,NA,NA,NA,"M","FCKC","Holiday","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"431","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","FCKC","Buczkowski","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"432","31","D","SRFC","Fletcher","passes.s.c","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","31","F","SRFC","Mathias","passes.f","A3R","A6","corner.crosses",NA,NA,"D","FCKC","Moros","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"433","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GK","FCKC","Barnhart","gk.high.balls.won","D6","caught",NA,NA,NA,NA,NA,NA
"434","32","GK","FCKC","Barnhart","passes.f.c","D18",NA,"gk.throws",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","32",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","32","M","FCKC","Holiday","passes.b.c","DM3C",NA,NA,NA,NA,"M","SRFC","Fishlock","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"437","32","M","FCKC","Laddish","take.on.lost","AM3C",NA,NA,NA,NA,"M","SRFC","Fishlock","tackles.ball.away","DM3C",NA,NA,NA,NA,NA,NA,NA
"438","32","M","SRFC","Little","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","32","M","SRFC","Little","passes.s.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","32","D","SRFC","Fletcher","passes.b.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","32","D","SRFC","Corsie","passes.f.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","32","F","SRFC","Rapinoe","passes.f.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","32","F","SRFC","Yanez","passes.f.c","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","32","M","SRFC","Fishlock","passes.s","A3R",NA,"corner.crosses",NA,NA,"D","FCKC","Lepeilbet","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"445","32","M","FCKC","Tymrak","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","32","M","FCKC","Tymrak","take.on.lost","D3L",NA,NA,NA,NA,"F","SRFC","Yanez","tackles.ball.away","A3R",NA,NA,NA,NA,NA,NA,NA
"447","32","D","FCKC","Moros","recoveries","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","32","D","FCKC","Moros","clearances","D18",NA,NA,NA,"out.of.bounds.lost.poss","F","SRFC","Yanez","pressured","A18",NA,NA,NA,NA,NA,NA,NA
"449","32","D","SRFC","Fletcher","passes.f.c","A3R",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","32","F","SRFC","Yanez","lost.touch","A3R",NA,NA,NA,"out.of.bounds.lost.poss","D","FCKC","Moros","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"451","33","GK","FCKC","Barnhart","passes.f.c","D6","D3R","goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","33","D","FCKC","Brown","take.on.won","D3R","DM3R",NA,NA,NA,"F","SRFC","Rapinoe","dribbled.out.run","A3L",NA,NA,NA,NA,NA,NA,NA
"453","33","D","FCKC","Brown","movement","D3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","33","D","FCKC","Brown","movement","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","33","D","FCKC","Brown","movement","AM3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","33","D","FCKC","Brown","passes.f.c","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","33","M","FCKC","O'Reilly","passes.s","A3R","A18","corner.crosses",NA,NA,"D","SRFC","Cox","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"457","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Cox","interceptions","D3L",NA,NA,NA,NA,NA,NA,NA
"458","33","D","SRFC","Cox","passes.f.c","D3L","DM3L",NA,NA,NA,"M","FCKC","O'Reilly","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"459","33","F","SRFC","Rapinoe","movement","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","33","F","SRFC","Rapinoe","movement","AM3L","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","33","F","SRFC","Rapinoe","passes.s.c","A3C",NA,NA,NA,NA,"D","FCKC","Sauerbrunn","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"462","33","F","SRFC","Yanez","passes.b.c","A3R","A3C",NA,NA,NA,"D","FCKC","Moros","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"463","33","M","SRFC","Winters","take.on.lost","A3C",NA,NA,NA,NA,"M","FCKC","Laddish","tackles.ball.away","D3C",NA,NA,NA,NA,NA,NA,NA
"464","33","M","FCKC","Holiday","aerial.won","DM3C",NA,NA,NA,NA,"M","SRFC","Fishlock","aerial.lost","AM3C",NA,NA,NA,NA,NA,NA,NA
"465","34","M","FCKC","Holiday","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","34","M","FCKC","Holiday","passes.f.c","DM3C",NA,NA,NA,NA,"M","SRFC","Winters","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"467","34","M","FCKC","Laddish","passes.f.c","DM3C","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","34","M","FCKC","O'Reilly","movement","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","34","M","FCKC","O'Reilly","passes.f","AM3R","D18","deep.crosses",NA,NA,"D","SRFC","Corsie","interceptions","D18",NA,NA,NA,NA,NA,NA,NA
